VariantID,Make_Descr,Model_Descr,From_Year,To_Year,Option,Position,Product_Descr,ProductID,Bodytype,SubModel
BM9441B1,BMW,430i Gran Coupe,2018,2018,"F32 for DINAN, 4pc Front & Rear w/velcro backing",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9441B1,BMW,430i xDrive,2018,2018,"F32 for DINAN, 4pc Front & Rear w/velcro backing",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9441B1,BMW,430i xDrive Gran Coupe,2018,2018,"F32 for DINAN, 4pc Front & Rear w/velcro backing",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9441B1,BMW,440i,2018,2018,"F32 for DINAN, 4pc Front & Rear w/velcro backing",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9441B1,BMW,440i Gran Coupe,2018,2018,"F32 for DINAN, 4pc Front & Rear w/velcro backing",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9441B1,BMW,440i xDrive,2018,2018,"F32 for DINAN, 4pc Front & Rear w/velcro backing",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9441B1,BMW,440i xDrive Gran Coupe,2018,2018,"F32 for DINAN, 4pc Front & Rear w/velcro backing",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9442B1,BMW,M4,2018,2018,"F82 for DINAN, 4pc Front & Rear w/velcro backing",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9447B1,BMW,X5,2018,2018,"F15 for DINAN, 4pc Front & Rear w/velcro backing",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,"",""
BM9448B1,BMW,X5,2018,2018,"F85 for DINAN, 4pc Front & Rear w/velcro backing",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,"",""
BM9462,BMW,X1,2018,2018,"F48, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,"",""
BM9462A1,BMW,X1,2018,2018,"F48, 2pc Front w/Velcro Backing",Front,DESIGNER FLOORMAT STYLE A,DFMA,"",""
BM9463,BMW,X1,2018,2018,"F48, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,"",""
BM9463B1,BMW,X1,2018,2018,"F48, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,"",""
BM9464,BMW,X1,2018,2018,"F48, Cargo Mat Only","",CUSTOM FLOORMATS STYLE C,CFMC,"",""
BM9464C2,BMW,X1,2018,2018,"F48, Cargo Mat Only",Cargo Area,DESIGNER FLOORMAT STYLE C,DFMC,"",""
BM9505,BMW,430i,2018,2018,"F33, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Convertible,""
BM9505,BMW,430i xDrive,2018,2018,"F33, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Convertible,""
BM9505,BMW,440i,2018,2018,"F33, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Convertible,""
BM9505,BMW,440i xDrive,2018,2018,"F33, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Convertible,""
BM9505A1,BMW,430i,2018,2018,"F33, 2pc Front w/Velcro Backing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Convertible,""
BM9505A1,BMW,430i xDrive,2018,2018,"F33, 2pc Front w/Velcro Backing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Convertible,""
BM9505A1,BMW,440i,2018,2018,"F33, 2pc Front w/Velcro Backing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Convertible,""
BM9505A1,BMW,440i xDrive,2018,2018,"F33, 2pc Front w/Velcro Backing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Convertible,""
BM9506,BMW,430i,2018,2018,"F33, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Convertible,""
BM9506,BMW,430i xDrive,2018,2018,"F33, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Convertible,""
BM9506,BMW,440i,2018,2018,"F33, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Convertible,""
BM9506,BMW,440i xDrive,2018,2018,"F33, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Convertible,""
BM9506B1,BMW,430i,2018,2018,"F33, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Convertible,""
BM9506B1,BMW,430i xDrive,2018,2018,"F33, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Convertible,""
BM9506B1,BMW,440i,2018,2018,"F33, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Convertible,""
BM9506B1,BMW,440i xDrive,2018,2018,"F33, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Convertible,""
BM9507,BMW,430i,2018,2018,"F32, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
BM9507,BMW,430i Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
BM9507,BMW,430i xDrive,2018,2018,"F32, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
BM9507,BMW,430i xDrive Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
BM9507,BMW,440i,2018,2018,"F32, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
BM9507,BMW,440i Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
BM9507,BMW,440i xDrive,2018,2018,"F32, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
BM9507,BMW,440i xDrive Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
BM9507A1,BMW,430i,2018,2018,"F32, 2pc Front w/Velcro Bakcing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
BM9507A1,BMW,430i Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Bakcing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
BM9507A1,BMW,430i xDrive,2018,2018,"F32, 2pc Front w/Velcro Bakcing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
BM9507A1,BMW,430i xDrive Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Bakcing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
BM9507A1,BMW,440i,2018,2018,"F32, 2pc Front w/Velcro Bakcing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
BM9507A1,BMW,440i Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Bakcing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
BM9507A1,BMW,440i xDrive,2018,2018,"F32, 2pc Front w/Velcro Bakcing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
BM9507A1,BMW,440i xDrive Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Bakcing",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
BM9508,BMW,430i,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Coupe,""
BM9508,BMW,430i Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Coupe,""
BM9508,BMW,430i xDrive,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Coupe,""
BM9508,BMW,430i xDrive Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Coupe,""
BM9508,BMW,440i,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Coupe,""
BM9508,BMW,440i Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Coupe,""
BM9508,BMW,440i xDrive,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Coupe,""
BM9508,BMW,440i xDrive Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear","",CUSTOM FLOORMATS STYLE B,CFMB,Coupe,""
BM9508B1,BMW,430i,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9508B1,BMW,430i Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9508B1,BMW,430i xDrive,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9508B1,BMW,430i xDrive Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9508B1,BMW,440i,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9508B1,BMW,440i Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9508B1,BMW,440i xDrive,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
BM9508B1,BMW,440i xDrive Gran Coupe,2018,2018,"F32, 2pc Front w/Velcro Backing & 2pc Rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Coupe,""
CD9302,Cadillac,CTS,2014,2014,2pc Front w/ Plastic Grommets ,"",CUSTOM FLOORMATS STYLE A,CFMA,Sedan,""
CD9302A1,Cadillac,CTS,2014,2014,2pc Front w/ Plastic Grommets ,Front,DESIGNER FLOORMAT STYLE A,DFMA,Sedan,""
CD9303,Cadillac,CTS,2014,2014,2pc Front w/ Plastic Grommets  & 2pc Rear,"",CUSTOM FLOORMATS STYLE B,CFMB,Sedan,""
CD9303B1,Cadillac,CTS,2014,2014,2pc Front w/ Plastic Grommets  & 2pc Rear,Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Sedan,""
CD9312,Cadillac,XTS,2013,2018,2pc front w/grommets,"",CUSTOM FLOORMATS STYLE A,CFMA,"",""
CD9312A1,Cadillac,XTS,2013,2018,2pc front w/grommets,Front,DESIGNER FLOORMAT STYLE A,DFMA,"",""
CD9313,Cadillac,XTS,2013,2018,2pc front w/grommets + 2pc rear,"",CUSTOM FLOORMATS STYLE B,CFMB,"",""
CD9313B1,Cadillac,XTS,2013,2018,"2pc front w/grommets,2pc rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,"",""
CD9317,Cadillac,Escalade,2018,2018,2pc front w/plastic grommets,"",CUSTOM FLOORMATS STYLE A,CFMA,"",""
CD9317A1,Cadillac,Escalade,2018,2018,2pc front w/plastic grommets w/ Plastic grommets,Front,DESIGNER FLOORMAT STYLE A,DFMA,"",""
CD9318,Cadillac,Escalade,2018,2018,2pc front w/plastic grommets + 2pc rear,"",CUSTOM FLOORMATS STYLE B,CFMB,"",""
CD9318B1,Cadillac,Escalade,2018,2018,"2pc front w/plastic grommets,2pc rear w/ Plastic grommets",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,"",""
CD9319,Cadillac,Escalade ESV,2018,2018,2pc front w/plastic grommets,"",CUSTOM FLOORMATS STYLE A,CFMA,"",""
CD9319A1,Cadillac,Escalade ESV,2018,2018,2pc front w/plastic grommets w/ Plastic grommets,Front,DESIGNER FLOORMAT STYLE A,DFMA,"",""
CD9320,Cadillac,Escalade ESV,2018,2018,2pc front w/plastic grommets + 2pc rear,"",CUSTOM FLOORMATS STYLE B,CFMB,"",""
CD9320B1,Cadillac,Escalade ESV,2018,2018,"2pc front w/plastic grommets,2pc rear w/ Plastic grommets",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,"",""
MD7205,Mercedes-Benz,Sprinter 2500,2018,2018,"2PC front, w/o Grommets","",CUSTOM FLOORMATS STYLE A,CFMA,"",""
MD7205,Mercedes-Benz,Sprinter 3500,2018,2018,"2PC front, w/o Grommets","",CUSTOM FLOORMATS STYLE A,CFMA,"",""
MD7205A1,Mercedes-Benz,Sprinter 2500,2018,2018,"2PC front, w/o Grommets",Front,DESIGNER FLOORMAT STYLE A,DFMA,"",""
MD7205A1,Mercedes-Benz,Sprinter 3500,2018,2018,"2PC front, w/o Grommets",Front,DESIGNER FLOORMAT STYLE A,DFMA,"",""
MD9393,Mercedes-Benz,AMG GT S,2018,2018,"(C120 Body Style) AMG GT-S, 2pc Front w/driver grommets","",CUSTOM FLOORMATS STYLE A,CFMA,"",""
MD9393A1,Mercedes-Benz,AMG GT S,2018,2018,"(C120 Body Style) AMG GT-S, 2pc Front w/driver grommets",Front,DESIGNER FLOORMAT STYLE A,DFMA,"",""
MD9405,Mercedes-Benz,E400,2018,2018,"(W213 body style), 2pc front w/driver & passenger snap-on grommet","",CUSTOM FLOORMATS STYLE A,CFMA,Sedan,""
MD9405A1,Mercedes-Benz,E400,2018,2018,(W213 body style) 2pc front w/driver & passenger snap-on grommet,Front,DESIGNER FLOORMAT STYLE A,DFMA,Sedan,""
MD9406,Mercedes-Benz,E400,2018,2018,(W213 body style) 2pc front w/driver & passenger snap-on grommet + 2pc rear,"",CUSTOM FLOORMATS STYLE B,CFMB,Sedan,""
MD9406B1,Mercedes-Benz,E400,2018,2018,"(W213 body style) 2pc front w/driver & passenger snap-on grommet,2pc rear",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,Sedan,""
MD9420,Mercedes-Benz,G63 AMG,2018,2018,"Includes G63 AMG, G65 AMG, G-Class, 2pc Front (No Grommets on Factory mat)","",CUSTOM FLOORMATS STYLE A,CFMA,"",""
MD9420,Mercedes-Benz,G65 AMG,2018,2018,"Includes G63 AMG, G65 AMG, G-Class, 2pc Front (No Grommets on Factory mat)","",CUSTOM FLOORMATS STYLE A,CFMA,"",""
MD9420A1,Mercedes-Benz,G63 AMG,2018,2018,"Includes G63 AMG, G65 AMG, G-Class, 2pc Front (No Grommets on Factory mat)",Front,DESIGNER FLOORMAT STYLE A,DFMA,"",""
MD9420A1,Mercedes-Benz,G65 AMG,2018,2018,"Includes G63 AMG, G65 AMG, G-Class, 2pc Front (No Grommets on Factory mat)",Front,DESIGNER FLOORMAT STYLE A,DFMA,"",""
MD9421,Mercedes-Benz,G63 AMG,2018,2018,"Includes G63 AMG, G65 AMG, G-Class, 2pc Front (No Grommets on Factory mat) + 3pc 2nd Row","",CUSTOM FLOORMATS STYLE B,CFMB,"",""
MD9421,Mercedes-Benz,G65 AMG,2018,2018,"Includes G63 AMG, G65 AMG, G-Class, 2pc Front (No Grommets on Factory mat) + 3pc 2nd Row","",CUSTOM FLOORMATS STYLE B,CFMB,"",""
MD9421B1,Mercedes-Benz,G63 AMG,2018,2018,"Includes G63 AMG, G65 AMG, G-Class, 2pc Front (No Grommets on Factory mat),3pc 2nd Row",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,"",""
MD9421B1,Mercedes-Benz,G65 AMG,2018,2018,"Includes G63 AMG, G65 AMG, G-Class, 2pc Front (No Grommets on Factory mat),3pc 2nd Row",Front Center,DESIGNER FLOORMAT STYLE B,DFMB,"",""
MD9422,Mercedes-Benz,S63 AMG,2018,2018,"(AC217 body style), 2pc Front w/Plastic Snap-on Grommets","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
MD9422,Mercedes-Benz,S550,2018,2018,"(AC217 body style), 2pc Front w/Plastic Snap-on Grommets","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
MD9422,Mercedes-Benz,S65 AMG,2018,2018,"(AC217 body style), 2pc Front w/Plastic Snap-on Grommets","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
MD9422,Mercedes-Benz,S550e,2018,2018,"(AC217 body style), 2pc Front w/Plastic Snap-on Grommets","",CUSTOM FLOORMATS STYLE A,CFMA,Coupe,""
MD9422A1,Mercedes-Benz,S63 AMG,2018,2018,"(AC217 body style), 2pc Front w/Plastic Snap-on Grommets",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
MD9422A1,Mercedes-Benz,S550,2018,2018,"(AC217 body style), 2pc Front w/Plastic Snap-on Grommets",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
MD9422A1,Mercedes-Benz,S65 AMG,2018,2018,"(AC217 body style), 2pc Front w/Plastic Snap-on Grommets",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
MD9422A1,Mercedes-Benz,S550e,2018,2018,"(AC217 body style), 2pc Front w/Plastic Snap-on Grommets",Front,DESIGNER FLOORMAT STYLE A,DFMA,Coupe,""
MD9423,Mercedes-Benz,S63 AMG,2017,2018,(AC217 body style) 2pc Front w/Plastic Snap-on Grommets + 2pc Rear w/Snap-on Grommets,"",CUSTOM FLOORMATS STYLE B,CFMB,Coupe,""
